well_name,crb_desc,cut_bk,new_pool_desc,well_redrill,REDRILL_WELL_NAME
A236,2-3              ,2,R6N-R6S          , ,A236 
A236,2-3              ,3,R6N-R6S          , ,A236 
A236,2-3              ,2,R6N-R6S          , ,A236 
A236,2-3              ,3,R6N-R6S          , ,A236 
A236,2-3              ,2,R6N-R6S          , ,A236 
A236,2-3              ,3,R6N-R6S          , ,A236 
A237,2                ,2,R6N              , ,A237 
A238,2-3              ,2,R6N-R6S          , ,A238 
A235,2                ,2,R6N              , ,A235 
A235,2                ,2,R6N              , ,A235 
A238,2-3              ,3,R6N-R6S          , ,A238 
A238,2-3              ,2,R6N-R6S          ,A,A238A
A238,2-3              ,3,R6N-R6S          ,A,A238A
A238,2-3              ,2,R6N-R6S          ,B,A238B
A238,2-3              ,3,R6N-R6S          ,B,A238B
A239,1                ,1,R6N              , ,A239 
A239,1                ,1,R6N              ,A,A239A
A239,1                ,1,R6N              ,A,A239A
A240,2-3              ,2,R6N-R6S          , ,A240 
A240,2-3              ,3,R6N-R6S          , ,A240 
A240,2-3              ,2,R6N-R6S          ,A,A240A
A240,2-3              ,3,R6N-R6S          ,A,A240A
A241,2-3              ,2,R6N-R6S          , ,A241 
A241,2-3              ,3,R6N-R6S          , ,A241 
A241,2-3              ,2,R6N-R6S          ,A,A241A
A241,2-3              ,3,R6N-R6S          ,A,A241A
A242,2-3              ,2,R6N-R6S          , ,A242 
A242,2-3              ,3,R6N-R6S          , ,A242 
A243,2                ,2,R6N              , ,A243 
A243,2                ,2,R6N              , ,A243 
A243,2                ,2,R6N              , ,A243 
A245,2                ,2,R6N              , ,A245 
A247,2                ,2,R6N              , ,A247 
A252,3                ,3,R6S              , ,A252 
A253,3                ,3,R6S              , ,A253 
A257,3                ,3,R6S              , ,A257 
A254,3                ,3,R6S              , ,A254 
A255,3                ,3,R6S              , ,A255 
A256,3                ,3,R6S              , ,A256 
A257,3                ,3,R6S              , ,A257 
A254,3                ,3,R6S              , ,A254 
A258,3                ,3,R6S              , ,A258 
A259,3                ,3,R6S              , ,A259 
A261,3                ,3,R6S              , ,A261 
A260,3                ,3,R6S              , ,A260 
A261,3                ,3,R6S              , ,A261 
A261,3                ,3,R6S              , ,A261 
A261,3                ,3,R6S              , ,A261 
A262,3                ,3,R6S              , ,A262 
A263,3                ,3,R6S              , ,A263 
A258,3                ,3,R6S              , ,A258 
A260,3                ,3,R6S              , ,A260 
A264,3-39             ,3,R6S-UT06E        , ,A264 
A264,3-39             ,39,R6S-UT06E        , ,A264 
A264,3                ,3,R6S              ,Z,A264Z
A265,3                ,3,R6S              , ,A265 
A265,3                ,3,R6S              ,A,A265A
A266,3                ,3,R6S              , ,A266 
A266,3                ,3,R6S              ,A,A266A
A267,3                ,3,R6S              , ,A267 
A268,3                ,3,R6S              , ,A268 
A269,3                ,3,R6S              , ,A269 
A271,3                ,3,R6S              , ,A271 
A274,3                ,3,R6S              , ,A274 
A302,3                ,3,R6S              , ,A302 
A301,3                ,3,R6S              , ,A301 
A303,3                ,3,R6S              , ,A303 
A302,3                ,3,R6S              , ,A302 
A303,3                ,3,R6S              , ,A303 
A304,3                ,3,R6S              , ,A304 
A304,3                ,3,R6S              , ,A304 
A301,3                ,3,R6S              , ,A301 
A304,3                ,3,R6S              , ,A304 
A305,3-4              ,3,R6S              , ,A305 
A305,3-4              ,4,R6S              , ,A305 
A305,39               ,39,UT06E            ,A,A305A
A306,3                ,3,R6S              , ,A306 
A306,3                ,3,R6S              ,A,A306A
A306,3                ,3,R6S              ,A,A306A
A306,3                ,3,R6S              ,A,A306A
A307,3-4              ,3,R6S              , ,A307 
A307,3-4              ,4,R6S              , ,A307 
A308,3                ,3,R6S              , ,A308 
A308,3                ,3,R6S              ,A,A308A
A309,3-4              ,3,R6S              , ,A309 
A309,3-4              ,4,R6S              , ,A309 
A310,3                ,3,R6S              , ,A310 
A311,3-4              ,3,R6S              , ,A311 
A311,3-4              ,4,R6S              , ,A311 
A307,3-4              ,3,R6S              , ,A307 
A307,3-4              ,4,R6S              , ,A307 
A310,3                ,3,R6S              , ,A310 
A312,39               ,39,UT06E            , ,A312 
A312,39               ,39,UT06E            , ,A312 
A312,3-4-39           ,3,R6S-UT06E        ,A,A312A
A312,3-4-39           ,4,R6S-UT06E        ,A,A312A
A312,3-4-39           ,39,R6S-UT06E        ,A,A312A
A313,4                ,4,R6S              , ,A313 
A314,3                ,3,R6S              , ,A314 
A314,3                ,3,R6S              , ,A314 
A314,3                ,3,R6S              ,A,A314A
A314,3                ,3,R6S              ,A,A314A
A317,4                ,4,R6S              , ,A317 
A315,4                ,4,R6S              , ,A315 
A316,3                ,3,R6S              , ,A316 
A316,3                ,3,R6S              , ,A316 
A316,3                ,3,R6S              , ,A316 
A317,4                ,4,R6S              , ,A317 
A318,3                ,3,R6S              , ,A318 
A315,4                ,4,R6S              , ,A315 
A319,3-4              ,3,R6S              , ,A319 
A319,3-4              ,4,R6S              , ,A319 
A351,3-4              ,3,R6S              , ,A351 
A351,3-4              ,4,R6S              , ,A351 
A351,3-4              ,3,R6S              ,A,A351A
A351,3-4              ,4,R6S              ,A,A351A
A352,3                ,3,R6S              , ,A352 
A352,3                ,3,R6S              , ,A352 
A352,3                ,3,R6S              , ,A352 
A319,3-4              ,3,R6S              , ,A319 
A319,3-4              ,4,R6S              , ,A319 
A352,3                ,3,R6S              , ,A352 
A355,4                ,4,R6S              ,A,A355A
A353,4                ,4,R6S              , ,A353 
A354,3-4              ,3,R6S              , ,A354 
A354,3-4              ,4,R6S              , ,A354 
A354,3-4              ,3,R6S              ,A,A354A
A354,3-4              ,4,R6S              ,A,A354A
A355,4                ,4,R6S              , ,A355 
A355,4                ,4,R6S              ,A,A355A
A355,4                ,4,R6S              ,A,A355A
A353,4                ,4,R6S              , ,A353 
A356,4                ,4,R6S              , ,A356 
A356,4                ,4,R6S              ,A,A356A
C544,42               ,42,TE90N            , ,C544 
C545,33               ,33,R90N             , ,C545 
C546,33               ,33,R90N             , ,C546 
C538,21               ,21,R90S             , ,C538 
C547,33               ,33,R90N             , ,C547 
C542,43               ,43,TE90S            ,A,C542A
C542,22-33            ,22,R90N-R90S        ,Z,C542Z
C548,42               ,42,TE90N            , ,C548 
C547,33               ,33,R90N             ,A,C547A
C549,43               ,43,TE90S            , ,C549 
C550,33               ,33,R90N             , ,C550 
C601,21               ,21,R90S             , ,C601 
C602,46               ,46,UF90             , ,C602 
C602,46               ,46,UF90             ,A,C602A
C602,46               ,46,UF90             ,A,C602A
C603,46               ,46,UF90             , ,C603 
C549,43               ,43,TE90S            , ,C549 
C603,46               ,46,UF90             ,A,C603A
C603,46               ,46,UF90             ,B,C603B
C604,33               ,33,R90N             , ,C604 
C604,33               ,33,R90N             , ,C604 
C604,33               ,33,R90N             , ,C604 
C605,21-22            ,21,R90S             , ,C605 
C605,21-22            ,22,R90S             , ,C605 
C605,21-22            ,21,R90S             ,A,C605A
C605,21-22            ,22,R90S             ,A,C605A
C605,21-22            ,22,R90S             ,A,C605A
C606,21-22            ,21,R90S             , ,C606 
C606,21-22            ,22,R90S             , ,C606 
C605,21-22            ,21,R90S             ,A,C605A
C605,21-22            ,21,R90S             ,A,C605A
C605,21-22            ,22,R90S             ,A,C605A
C606,21-22            ,21,R90S             ,A,C606A
C606,21-22            ,22,R90S             ,A,C606A
C608,45               ,45,UF90             , ,C608 
C607,33               ,33,R90N             , ,C607 
C607,33               ,33,R90N             , ,C607 
C607,33               ,33,R90N             , ,C607 
C607,33               ,33,R90N             ,A,C607A
C608,45               ,45,UF90             , ,C608 
C609,30               ,30,37               , ,C609 
C607,33               ,33,R90N             ,A,C607A
C609,45               ,45,UF90             , ,C609 
C609,45               ,45,UF90             ,A,C609A
C609,42               ,42,TE90N            ,Z,C609Z
C610,33               ,33,R90N             , ,C610 
C613,42               ,42,TE90N            , ,C613 
C611,22               ,22,R90S             , ,C611 
C612,22               ,22,R90S             , ,C612 
C613,33-42            ,33,R90N-TE90N       , ,C613 
C614,22               ,22,R90S             , ,C614 
C614,22               ,22,R90S             ,A,C614A
C611,22               ,22,R90S             , ,C611 
C613,33-42            ,42,R90N-TE90N       , ,C613 
C615,33               ,33,R90N             , ,C615 
C616,33               ,33,R90N             , ,C616 
C617,43               ,43,TE90S            , ,C617 
C618,45               ,45,UF90             , ,C618 
C618,45               ,45,UF90             , ,C618 
C618,45               ,45,UF90             ,A,C618A
C618,45               ,45,UF90             ,C,C618C
C621,45               ,45,UF90             , ,C621 
C619,22               ,22,R90S             , ,C619 
C620,42               ,42,TE90N            , ,C620 
C619,22               ,22,R90S             , ,C619 
C621,45               ,45,UF90             ,A,C621A
C622,33               ,33,R90N             , ,C622 
C622,33               ,33,R90N             , ,C622 
C623,22               ,22,R90S             , ,C623 
C623,22               ,22,R90S             , ,C623 
C623,22               ,22,R90S             ,A,C623A
C624,33               ,33,R90N             , ,C624 
C625,32               ,32,R90N             , ,C625 
C622,22-43            ,22,R90S-TE90S       ,A,C622A
C626,45               ,45,UF90             , ,C626 
C622,22-43            ,43,R90S-TE90S       ,A,C622A
C626,45               ,45,UF90             , ,C626 
C626,45               ,45,UF90             ,A,C626A
C626,45               ,45,UF90             ,B,C626B
C626,45               ,45,UF90             ,B,C626B
C627,22-33            ,33,R90N-R90S        , ,C627 
C627,22-33            ,22,R90N-R90S        , ,C627 
C629,42               ,42,TE90N            , ,C629 
C628,33               ,33,R90N             , ,C628 
C634,33               ,33,R90N             , ,C634 
C629,42               ,42,TE90N            , ,C629 
C626,45               ,45,UF90             ,B,C626B
C628,33               ,33,R90N             , ,C628 
C634,33               ,33,R90N             , ,C634 
C637,22               ,22,R90S             , ,C637 
C635,42               ,42,TE90N            , ,C635 
C635,42               ,42,TE90N            ,A,C635A
C635,33-42            ,33,R90N-TE90N       ,A,C635A
C636,22               ,22,R90S             , ,C636 
C637,22               ,22,R90S             , ,C637 
C638,22               ,22,R90S             , ,C638 
C638,22               ,22,R90S             ,A,C638A
C635,42               ,42,TE90N            ,A,C635A
C639,16               ,16,R08B             , ,C639 
C641,45               ,45,UF90             , ,C641 
C642,21-22            ,21,R90S             , ,C642 
C642,21-22            ,22,R90S             , ,C642 
C643,43               ,43,TE90S            , ,C643 
C644,33               ,33,R90N             , ,C644 
C645,43               ,43,TE90S            , ,C645 
C646,45               ,45,UF90             , ,C646 
C647,33               ,33,R90N             , ,C647 
C641,45               ,45,UF90             , ,C641 
C648,45               ,45,UF90             , ,C648 
C648,45               ,45,UF90             ,A,C648A
C649,33               ,33,R90N             , ,C649 
C650,22               ,22,R90S             , ,C650 
C651,22               ,22,R90S             , ,C651 
C652,16               ,16,R08B             , ,C652 
C652,22               ,22,R90S             ,A,C652A
C653,42               ,42,TE90N            , ,C653 
C654,42               ,42,TE90N            , ,C654 
C655,33               ,33,R90N             ,A,C655A
C655,42               ,42,TE90N            , ,C655 
C652,22               ,22,R90S             ,A,C652A
C656,22               ,22,R90S             , ,C656 
C656,22               ,22,R90S             , ,C656 
C656,22               ,22,R90S             ,A,C656A
C656,22               ,22,R90S             ,B,C656B
C657,45               ,45,UF90             , ,C657 
C657,45               ,45,UF90             , ,C657 
C657,45               ,45,UF90             ,A,C657A
C658,33               ,33,R90N             , ,C658 
C658,42-43            ,42,TE90N-TE90S      ,A,C658A
C658,42-43            ,43,TE90N-TE90S      ,A,C658A
C659,33               ,33,R90N             , ,C659 
C660,33               ,33,R90N             , ,C660 
C661,42               ,42,TE90N            , ,C661 
C662,33               ,33,R90N             , ,C662 
C663,42               ,42,TE90N            , ,C663 
C663,42               ,42,TE90N            , ,C663 
C663,42               ,42,TE90N            , ,C663 
C664,33               ,33,R90N             , ,C664 
C665,43               ,43,TE90S            , ,C665 
C663,42               ,42,TE90N            , ,C663 
C667,33               ,33,R90N             , ,C667 
C668,42               ,42,TE90N            , ,C668 
C669,22               ,22,R90S             , ,C669 
C669,16               ,16,R08B             ,A,C669A
C670,22               ,22,R90S             , ,C670 
C701,43               ,43,TE90S            , ,C701 
C702,16               ,16,R08B             , ,C702 
C703,22-33            ,33,R90N-R90S        , ,C703 
C703,22-33            ,22,R90N-R90S        , ,C703 
C704,16               ,16,R08B             , ,C704 
C705,43               ,43,TE90S            , ,C705 
C706,33               ,33,R90N             , ,C706 
C706,33               ,33,R90N             ,A,C706A
C707,42               ,42,TE90N            , ,C707 
C708,22               ,22,R90S             , ,C708 
C708,22               ,22,R90S             , ,C708 
C708,22               ,22,R90S             ,A,C708A
C708,22               ,22,R90S             ,B,C708B
C709,33               ,33,R90N             , ,C709 
C709,33               ,33,R90N             , ,C709 
C710,16               ,16,R08B             , ,C710 
C711,16               ,16,R08B             , ,C711 
C711,16               ,16,R08B             ,A,C711A
B765,10               ,10,R07N             ,B,B765B
C427,20               ,20,R90N             , ,C427 
D822,7                ,7,R07S             , ,D822 
A301,3                ,3,R6S              , ,A301 
B765,10               ,10,R07N             ,B,B765B
A239,1                ,1,R6N              ,A,A239A
D492,37               ,37,R07S             ,A,D492A
D849,13-15            ,13,R07S-R08A        , ,D849 
D849,13-15            ,15,R07S-R08A        , ,D849 
A239,1                ,1,R6N              ,A,A239A
D850,15               ,15,R08A             , ,D850 
C621,45               ,45,UF90             ,A,C621A
A861,1-2              ,1,R6N              , ,A861 
A861,1-2              ,2,R6N              , ,A861 
B138,11               ,11,R07N             , ,B138 
D117,16               ,16,R08B             ,A,D117A
C239,44               ,44,UF90             , ,C239 
C543,45               ,45,UF90             , ,C543 
D496,37               ,37,R07S             ,A,D496A
C646,45               ,45,UF90             , ,C646 
J120,38               ,38,UT06W            ,Z,J120Z
B121,10               ,10,R07N             ,A,B121A
C742,17-33            ,17,R90N             , ,C742 
C742,17-33            ,33,R90N             , ,C742 
D851,16               ,16,R08B             , ,D851 
D843,43               ,43,TE90S            , ,D843 
B337,15               ,15,R08A             , ,B337 
C338,20               ,20,R90N             ,B,C338B
C413,20-33            ,20,R90N             ,A,C413A
C413,20-33            ,33,R90N             ,A,C413A
C635,33               ,33,R90N             ,B,C635B
B337,15               ,15,R08A             , ,B337 
C813,43               ,43,TE90S            ,B,C813B
C522,21               ,21,R90S             , ,C522 
D431,7                ,7,R07S             , ,D431 
C413,20-33            ,20,R90N             ,A,C413A
C413,20-33            ,33,R90N             ,A,C413A
A144,2-3              ,2,R6N-R6S          , ,A144 
A144,2-3              ,3,R6N-R6S          , ,A144 
D825,46               ,46,UF90             ,B,D825B
D714,31               ,31,UF98             , ,D714 
A720,2-3              ,2,R6N              , ,A720 
A720,2-3              ,3,R6N              , ,A720 
C737,22               ,22,R90S             ,A,C737A
C523,45               ,45,UF90             ,C,C523C
C339,44               ,44,UF90             ,A,C339A
C539,45               ,45,UF90             ,A,C539A
J131,3                ,3,R6N              , ,J131 
C432,45               ,45,UF90             ,A,C432A
C318,44               ,44,UF90             ,B,C318B
C814,16               ,16,R08B             ,B,C814B
C416,45               ,45,UF90             ,Z,C416Z
D502,7                ,7,R07S             ,A,D502A
C534,46               ,46,UF90             ,C,C534C
A304,3                ,3,R6S              , ,A304 
D612,39               ,39,UT06E            ,B,D612B
C424,45               ,45,UF90             , ,C424 
C447,45               ,45,UF90             , ,C447 
C416,45               ,45,UF90             ,Z,C416Z
C765,16               ,16,R08B             , ,C765 
A740,2                ,2,R6N              ,A,A740A
B333,46               ,46,UF90             ,A,B333A
C807,17-33            ,17,R90N             ,B,C807B
C807,17-33            ,33,R90N             ,B,C807B
A666,3-4              ,3,R6S              ,B,A666B
A666,3-4              ,4,R6S              ,B,A666B
D532,5-36             ,5,R6S              , ,D532 
D532,5-36             ,36,R6S              , ,D532 
A862,2-3              ,2,R6N-R6S          ,A,A862A
A862,2-3              ,3,R6N-R6S          ,A,A862A
B405,15               ,15,R08A             ,A,B405A
C618,45               ,45,UF90             ,C,C618C
C451,45               ,45,UF90             ,A,C451A
C822,42               ,42,TE90N            ,Z,C822Z
C126,17-32            ,17,R90N             ,Z,C126Z
C126,17-32            ,32,R90N             ,Z,C126Z
C655,33               ,33,R90N             ,A,C655A
D816,15-21            ,15,R08A-R90S        , ,D816 
D816,15-21            ,21,R08A-R90S        , ,D816 
C652,22               ,22,R90S             ,A,C652A
D755,13               ,13,R07S             , ,D755 
C839,17               ,17,R90N             ,A,C839A
D409,46               ,46,UF90             ,A,D409A
D440,46               ,46,UF90             ,B,D440B
C544,33               ,33,R90N             ,Z,C544Z
D490,46               ,46,UF90             ,A,D490A
D436,21               ,21,R90S             ,A,D436A
D805,24               ,24,TE08A            ,A,D805A
C659,33               ,33,R90N             , ,C659 
D604,4-5              ,4,R6S              , ,D604 
D604,4-5              ,5,R6S              , ,D604 
D566,45               ,45,UF90             , ,D566 
A307,4                ,4,R6S              ,A,A307A
D619,27               ,27,UF08             ,A,D619A
B122,10               ,10,R07N             ,A,B122A
D741,4                ,4,R6S              , ,D741 
C658,42-43            ,42,TE90N-TE90S      ,A,C658A
C658,42-43            ,43,TE90N-TE90S      ,A,C658A
A319,3-4              ,3,R6S              , ,A319 
A319,3-4              ,4,R6S              , ,A319 
D603,4-5              ,4,R6S              ,A,D603A
D603,4-5              ,5,R6S              ,A,D603A
A630,4                ,4,R6S              , ,A630 
D720,26               ,26,UF98             , ,D720 
D749,31               ,31,UF98             , ,D749 
D118,43               ,43,TE90S            ,A,D118A
D315,21               ,21,R90S             , ,D315 
A536,4-38             ,4,R6S-UT06W        , ,A536 
A536,4-38             ,38,R6S-UT06W        , ,A536 
D103,15               ,15,R08A             , ,D103 
A825,1                ,1,R6N              ,A,A825A
D717,5                ,5,R6S              , ,D717 
A415,31               ,31,UF98             , ,A415 
D830,43               ,43,TE90S            , ,D830 
A737,3                ,3,R6N              , ,A737 
A650,3                ,3,R6N              , ,A650 
A821,1                ,1,R6N              ,A,A821A
A867,1                ,1,R6N              ,A,A867A
A359,38               ,38,UT06W            ,B,A359B
B734,8                ,8,R07S             , ,B734 
A104,1                ,1,R6N              ,A,A104A
A569,3-4-38           ,3,R6N-R6S-UT06W    , ,A569 
A569,3-4-38           ,4,R6N-R6S-UT06W    , ,A569 
A569,3-4-38           ,38,R6N-R6S-UT06W    , ,A569 
C822,42               ,42,TE90N            ,Z,C822Z
A405,3-39             ,3,R6S-UT06E        , ,A405 
A405,3-39             ,39,R6S-UT06E        , ,A405 
A317,4                ,4,R6S              ,A,A317A
A353,4-39             ,4,R6S-UT06E        ,A,A353A
A353,4-39             ,39,R6S-UT06E        ,A,A353A
A538,5                ,5,R6S              , ,A538 
C617,43               ,43,TE90S            , ,C617 
B630,4                ,4,R6S              , ,B630 
A129,1                ,1,R6N              ,B,A129B
A369,39               ,39,UT06E            ,A,A369A
A119,2                ,2,R6N              ,A,A119A
D825,24               ,24,TE08A            ,Z,D825Z
A533,4-39             ,4,R6S-UT06E        , ,A533 
A533,4-39             ,39,R6S-UT06E        , ,A533 
A853,1                ,1,R6N              ,A,A853A
A255,3                ,3,R6S              , ,A255 
C416,45               ,45,UF90             ,Z,C416Z
D108,27               ,27,UF08             ,A,D108A
D738,27               ,27,UF08             , ,D738 
D628,27               ,27,UF08             ,B,D628B
A401,38               ,38,UT06W            ,B,A401B
A539,4                ,4,R6S              , ,A539 
D853,46               ,46,UF90             , ,D853 
A636,4                ,4,R6S              , ,A636 
C617,43               ,43,TE90S            , ,C617 
A205,1                ,1,R6N              ,A,A205A
A537,38               ,38,UT06W            , ,A537 
D404,43               ,43,TE90S            ,A,D404A
C127,61               ,61,BUA              ,B,C127B
J438,5                ,5,R6S              ,B,J438B
C542,45               ,45,UF90             ,B,C542B
A408,3-4              ,4,R6S              ,Z,A408Z
A631,38               ,38,UT06W            ,A,A631A
C248,18               ,18,R90N             , ,C248 
C760,43               ,43,TE90S            ,A,C760A
J466,36               ,36,R6S              ,A,J466A
J545,36               ,36,R6S              , ,J545 
A552,4                ,4,R6S              ,A,A552A
A801,1                ,1,R6N              ,B,A801B
J554,36               ,36,R6S              ,A,J554A
A235,2                ,2,R6N              ,A,A235A
C623,22               ,22,R90S             ,Z,C623Z
J562,36               ,36,R6S              ,B,J562B
D451,21               ,21,R90S             , ,D451 
C767,17               ,17,R90N             ,A,C767A
C249,20               ,20,R90N             , ,C249 
C401,45               ,45,UF90             ,A,C401A
B431,15               ,15,R08A             ,Z,B431Z
D491,37               ,37,R07S             , ,D491 
B630,8                ,8,R07S             ,Z,B630Z
J568,36               ,36,R6S              , ,J568 
J127,3                ,3,R6N              ,A,J127A
C136,60               ,60,BUB              ,B,C136B
J525,36               ,36,R6S              ,A,J525A
B320,12               ,12,R07S             , ,B320 
A856,1                ,1,R6N              , ,A856 
C513,33               ,33,R90N             ,Z,C513Z
J126,38               ,38,UT06W            , ,J126 
C220,18               ,18,R90N             ,A,C220A
A412,4                ,4,R6S              ,B,A412B
B556,13               ,13,R07S             , ,B556 
A816,2                ,2,R6N              , ,A816 
J134,3                ,3,R6N              , ,J134 
A274,3                ,3,R6S              ,A,A274A
B227,15               ,15,R08A             ,B,B227B
C350,33               ,33,R90N             , ,C350 
J162,41               ,41,LT06             , ,J162 
A248,3                ,3,R6S              , ,A248 
J141,38               ,38,UT06W            ,A,J141A
A563,4                ,4,R6S              , ,A563 
C205,18               ,18,R90N             ,B,C205B
C717,17-33            ,17,R90N             ,A,C717A
C717,17-33            ,33,R90N             ,A,C717A
B620,31               ,31,UF98             ,B,B620B
J414,4                ,4,R6S              ,B,J414B
C140,60               ,60,BUB              ,B,C140B
A354,3-4              ,3,R6S              ,B,A354B
A354,3-4              ,4,R6S              ,B,A354B
J152,3-4              ,3,R6N-R6S          , ,J152 
J152,3-4              ,4,R6N-R6S          , ,J152 
B530,27               ,27,UF08             , ,B530 
J185,38               ,38,UT06W            ,A,J185A
C355,45               ,45,UF90             ,Z,C355Z
J176,3-4              ,3,R6N-R6S          ,A,J176A
C128,20               ,20,R90N             ,A,C128A
A108,1                ,1,R6N              ,B,A108B
C608,45               ,45,UF90             ,A,C608A
J175,41               ,41,LT06             ,A,J175A
C706,45               ,45,UF90             ,B,C706B
J468,36               ,36,R6S              ,B,J468B
J183,38               ,38,UT06W            ,B,J183B
A257,2-3              ,2,R6N-R6S          ,A,A257A
A257,2-3              ,3,R6N-R6S          ,A,A257A
C110,21               ,21,R90S             ,A,C110A
C323,18               ,18,R90N             ,Z,C323Z
A242,2-3              ,2,R6N-R6S          ,A,A242A
A242,2-3              ,3,R6N-R6S          ,A,A242A
A555,4                ,4,R6S              , ,A555 
A836,1                ,1,R6N              , ,A836 
C323,44               ,44,UF90             , ,C323 
C323,44               ,44,UF90             ,A,C323A
C323,44               ,44,UF90             ,A,C323A
C541,46               ,46,UF90             ,A,C541A
A765,1                ,1,R6N              ,A,A765A
C228,20               ,20,R90N             , ,C228 
C515,21               ,21,R90S             ,A,C515A
C244,21               ,21,R90S             , ,C244 
B311,15               ,15,R08A             ,A,B311A
A545,4                ,4,R6S              , ,A545 
C636,22               ,22,R90S             , ,C636 
J176,3-4              ,4,R6N-R6S          ,A,J176A
B431,15               ,15,R08A             ,Z,B431Z
A118,1-2              ,1,R6N              ,A,A118A
A118,1-2              ,2,R6N              ,A,A118A
C524,33               ,33,R90N             ,A,C524A
C137,18               ,18,R90N             ,A,C137A
A269,2                ,2,R6N              ,A,A269A
J433,4-5              ,4,R6S              ,E,J433E
J433,4-5              ,5,R6S              ,E,J433E
A705,38               ,38,UT06W            ,A,A705A
B534,14               ,14,R08A             , ,B534 
A633,5                ,5,R6S              , ,A633 
C316,33               ,33,R90N             ,B,C316B
A241,2-3              ,2,R6N-R6S          ,B,A241B
A241,2-3              ,3,R6N-R6S          ,B,A241B
B518,14               ,14,R08A             ,A,B518A
C429,18               ,18,R90N             ,A,C429A
A565,5                ,5,R6S              , ,A565 
A869,1                ,1,R6N              ,A,A869A
B404,14               ,14,R08A             ,A,B404A
D426,37               ,37,R07S             ,B,D426B
C426,21               ,21,R90S             ,A,C426A
A202,1                ,1,R6N              ,A,A202A
C425,33               ,33,R90N             ,A,C425A
A870,1                ,1,R6N              ,A,A870A
A219,2                ,2,R6N              ,B,A219B
B769,10               ,10,R07N             ,A,B769A
B706,8                ,8,R07S             ,A,B706A
B839,9                ,9,R07N             ,A,B839A
A546,4                ,4,R6S              ,A,A546A
C139,46               ,46,UF90             ,A,C139A
B778,10               ,10,R07N             , ,B778 
C207,20-33            ,20,R90N             ,A,C207A
C207,20-33            ,33,R90N             ,A,C207A
C766,17               ,17,R90N             ,A,C766A
J148,4                ,4,R6S              ,Z,J148Z
B405,15               ,15,R08A             ,B,B405B
C812,17-32            ,17,R90N             ,C,C812C
C812,17-32            ,32,R90N             ,C,C812C
C446,18               ,18,R90N             ,A,C446A
A307,3                ,3,R6S              ,B,A307B
D416,46               ,46,UF90             ,A,D416A
A141,1                ,1,R6N              ,A,A141A
A310,4                ,4,R6S              ,A,A310A
C431,45               ,45,UF90             ,A,C431A
B128,10-11            ,10,R07N             ,A,B128A
B128,10-11            ,11,R07N             ,A,B128A
B806,15               ,15,R08A             , ,B806 
A233,2                ,2,R6N              ,A,A233A
B608,24               ,24,TE08A            ,A,B608A
J442,4-5              ,4,R6S              ,B,J442B
J442,4-5              ,5,R6S              ,B,J442B
C210,43               ,43,TE90S            , ,C210 
C802,45               ,45,UF90             ,A,C802A
B633,8                ,8,R07S             ,A,B633A
A230,1                ,1,R6N              ,A,A230A
C434,46               ,46,UF90             ,B,C434B
C103,18               ,18,R90N             ,B,C103B
B772,11               ,11,R07N             , ,B772 
C135,17-32            ,17,R90N             , ,C135 
C135,17-32            ,32,R90N             , ,C135 
C346,33               ,33,R90N             , ,C346 
A234,1-2              ,1,R6N              ,A,A234A
C644,33-42            ,42,R90N-TE90N       ,A,C644A
A757,1                ,1,R6N              , ,A757 
A234,1-2              ,2,R6N              ,A,A234A
B614,3                ,3,R6S              ,A,B614A
J332,4                ,4,R6S              ,A,J332A
C644,33-42            ,33,R90N-TE90N       ,A,C644A
A642,35               ,35,T05              , ,A642 
B539,46               ,46,UF90             , ,B539 
B758,10               ,10,R07N             , ,B758 
A357,39               ,39,UT06E            ,A,A357A
A358,39               ,39,UT06E            , ,A358 
A358,4-39             ,4,R6S-UT06E        ,A,A358A
A358,4-39             ,39,R6S-UT06E        ,A,A358A
A357,4                ,4,R6S              , ,A357 
A359,4                ,4,R6S              , ,A359 
A359,4                ,4,R6S              ,A,A359A
A359,4                ,4,R6S              ,A,A359A
A359,4                ,4,R6S              ,A,A359A
A360,3-4              ,3,R6S              , ,A360 
A360,3-4              ,4,R6S              , ,A360 
A360,3-4              ,3,R6S              ,A,A360A
A360,3-4              ,4,R6S              ,A,A360A
A361,4                ,4,R6S              , ,A361 
A361,4                ,4,R6S              , ,A361 
A362,3                ,3,R6S              , ,A362 
A362,3                ,3,R6S              , ,A362 
A362,35               ,35,T05              ,Z,A362Z
A361,4                ,4,R6S              ,A,A361A
A363,4                ,4,R6S              , ,A363 
A364,39               ,39,UT06E            , ,A364 
A364,39               ,39,UT06E            ,A,A364A
A364,39               ,39,UT06E            ,B,A364B
A365,4                ,4,R6S              , ,A365 
A366,3-4              ,3,R6S              , ,A366 
A366,3-4              ,4,R6S              , ,A366 
A367,4                ,4,R6S              , ,A367 
A367,4                ,4,R6S              ,A,A367A
A363,4                ,4,R6S              , ,A363 
A365,4                ,4,R6S              , ,A365 
A367,4                ,4,R6S              ,A,A367A
A367,39               ,39,UT06E            ,B,A367B
A368,39               ,39,UT06E            , ,A368 
A368,39               ,39,UT06E            ,A,A368A
A368,39               ,39,UT06E            ,B,A368B
A370,3-4              ,4,R6S              , ,A370 
A369,4                ,4,R6S              , ,A369 
A370,3-4              ,3,R6S              , ,A370 
A370,3-4              ,3,R6S              , ,A370 
